N°°,VERSION,AÑO,RUC ENTIDAD,ENTIDAD_CONVOCANTE,MODALIDAD,TIPO PROCESO,PROCESO,NUM CONVOCA,FECHA_PUBLICACION,OBJETO,DESCRIPCION PROCESO,VALOR REFERENCIAL,MONEDA,NUM_ITEM,DESCRIPCION ITEM,VALOR REFERENCIAL ITEM,MON_CONT_ITEM,FECHA CONTRATO,FECHA REGISTRO CONTRATO,RUC_CODIGO_GANADOR,GANADOR,ES CONSORCIO,RUC DESTINO PAGO,NOMBRE DESTINO PAGO,RUC_MIEMBRO,NOMBRE MIEMBRO,CODIGO_CONTRATO,Nº CONTRATO,FECHA VIGENCIA INICIAL,FECHA VIGENCIA FINAL,URL_DESCARGA
105,SEACE 3,2014,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,EXONERACIONES,EXO - 3 - 2014 - EP,1,30/04/14,SERVICIOS,CONTRATACION DEL SERVICIO DE SOPORTE Y MANTENIMIENTO AL SISTEMA ON BASE,"51906,78",Soles,1,CONTRATACION DEL SERVICIO DE SOPORTE Y MANTENIMIENTO AL SISTEMA ON BASE,"51906,78","51906,78",14/05/14,19/06/14,20101842071,A Y D ASOCIADOS S A.C,N,20101842071,A Y D ASOCIADOS S A.C,,,002436-00012625-00838890,036-GL-EP-2014,15/05/14,14/05/15,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2014\2436\3088332261946255rad110A9.pdf
106,SEACE 3,2014,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,Adjudicación de Menor Cuantía - Octava Disposición Complementaria Final del DL Nº 1017,AMC - Oct. Disp. Com. Final del DL 1017 - 22 - 2014 - EP,1,21/05/14,BIENES,ADQUISICION DE PAPEL PERIODICO EN BOBINAS,1049484,Dolares,1,ADQUISICION DE PAPEL PERIODICO EN BOBINAS,1049484,1017600,26/06/14,08/08/14,20100047641,PAPELERA NACIONAL S A,N,20100047641,PAPELERA NACIONAL S A,,,002436-00014951-00854400,049-GL-EP-2014,27/06/14,22/06/15,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2014\2436\3130695529900090radD0CE5.pdf
107,SEACE 3,2014,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,EXONERACIONES,EXO - 4 - 2014 - EP,1,22/05/14,SERVICIOS,"CONTRATACION DEL SERVICIO DE ACTUALIZACION DE LICENCIAS, SOPORTE Y MANTENIMIENTO AL SISTEMA DE RRHH ADRYAN",42480,Soles,1,"SERVICIO DE ACTUALIZACION DE LICENCIAS, SOPORTE Y MANTENIMIENTO AL SISTEMA DE RRHH ADRYAN",42480,42480,30/05/14,30/06/14,20258286236,COSAPISOFT S.A,N,20258286236,COSAPISOFT S.A,,,002436-00015272-00842096,048-GL-EP-2014,01/06/14,30/05/15,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2014\2436\3114793235885155rad77244.pdf
108,SEACE 3,2014,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,Adjudicación de Menor Cuantía - Octava Disposición Complementaria Final del DL Nº 1017,AMC - Oct. Disp. Com. Final del DL 1017 - 37 - 2014 - EP,2,30/12/14,BIENES,ADQUISICION DE PAPEL PERIODICO DE 50 GR Y 40 GR EN BOBINAS,"28943,34",Dolares,1,PAPEL PERIODICO DE 50 GR Y 40 GR EN BOBINAS,"28943,34","28351,27",27/01/15,30/01/15,20508610409,SURPAPEL PERU S.A.C.,N,20508610409,SURPAPEL PERU S.A.C.,,,002436-00071184-00911762,010 GL EP 2015,28/01/15,28/03/15,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2015\2436\3312967430775334rad28963.pdf
109,SEACE 3,2015,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 3 - 2015 - EP,1,02/03/15,BIENES,ADQUISICION DE SOLUCION FUENTE,"7319,52",Dolares,1,ADQUISICION DE SOLUCION FUENTE,"7319,52","7319,52",18/03/15,18/08/15,20502329058,PRESTEC S.A.C.,N,20502329058,PRESTEC S.A.C.,,,002436-00080724-00955862,102151,19/03/15,22/07/15,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2015\2436\3320254318085316rad21D69.pdf
110,SEACE 3,2015,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 6 - 2015 - EP,1,04/03/15,BIENES,ADQUISICION DE BIDONES DE AGUA,"32598,18",Soles,1,ADQUISICION DE BIDONES DE AGUA,"32598,18","32408,97",20/03/15,18/08/15,20100356351,EMBOTELLADORA DEMESA S.A.,N,20100356351,EMBOTELLADORA DEMESA S.A.,,,002436-00081452-00955919,102153,21/03/15,31/12/15,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2015\2436\3320448449802575radFBF64.pdf
111,SEACE 3,2015,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,Adjudicación de Menor Cuantía - Octava Disposición Complementaria Final del DL Nº 1017,AMC - Oct. Disp. Com. Final del DL 1017 - 4 - 2015 - EP,1,04/03/15,BIENES,"ADQUSICION DE PLANCHAS CTP, PLANCHAS CTP Y QUIMICOS PARA LA ROTATIVA","23053,42",Dolares,1,ADQUISICION DE PLANCHAS Y QUIMICOS CTP,"6158,38","6124,2",27/03/15,31/03/15,20100304989,KRALVI S R L,N,20100304989,KRALVI S R L,,,002436-00081621-00920043,020-GL-EP-2015,28/03/15,27/07/15,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2015\2436\3320689381640954rad66070.pdf
112,SEACE 3,2015,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,Adjudicación de Menor Cuantía - Octava Disposición Complementaria Final del DL Nº 1017,AMC - Oct. Disp. Com. Final del DL 1017 - 4 - 2015 - EP,1,04/03/15,BIENES,"ADQUSICION DE PLANCHAS CTP, PLANCHAS CTP Y QUIMICOS PARA LA ROTATIVA","23053,42",Dolares,2,PLANCHAS Y QUIMICOS CTCP,"16895,04","13600,68",27/03/15,31/03/15,20100304989,KRALVI S R L,N,20100304989,KRALVI S R L,,,002436-00081621-00920043,020-GL-EP-2015,28/03/15,27/07/15,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2015\2436\3320689381640954rad66070.pdf
113,SEACE 3,2015,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 7 - 2015 - EP,1,13/03/15,BIENES,ADQUISICION DE MANTILLAS,"5993,4",Dolares,1,ADQUISICION DE MANTILLAS DE ALTA COMPRESIBILIDAD,"5993,4",5993,08/04/15,20/11/15,20265797599,LINDER INGENIEROS GRAFICOS CONSULTORES S.R.L.,N,20265797599,LINDER INGENIEROS GRAFICOS CONSULTORES S.R.L.,,,002436-00084264-00987746,102165,09/04/15,24/05/15,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2015\2436\3324335834440706rad0606A.pdf
114,SEACE 3,2015,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,ADJUDICACION DIRECTA SELECTIVA,ADS - 5 - 2015 - EP,1,18/03/15,BIENES,ADQUISICION DE UTILES DE ASEO,92842,Soles,1,ADQUISICION DE UTILES DE ASEO,92842,"77109,72",23/04/15,26/11/15,20266352337,PRODUCTOS TISSUE DEL PERU S.A. O PROTISA-PERU S.A.,N,20266352337,PRODUCTOS TISSUE DEL PERU S.A. O PROTISA-PERU S.A.,,,002436-00086142-00989719,025,24/04/15,08/06/15,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2015\2436\3325397831721494radB6428.pdf
115,SEACE 3,2015,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,Adjudicación de Menor Cuantía - Octava Disposición Complementaria Final del DL Nº 1017,AMC - Oct. Disp. Com. Final del DL 1017 - 9 - 2015 - EP,1,19/03/15,BIENES,ADQUISICION DE PAPEL PERIODICO EN BOBINAS,1221300,Dolares,1,ADQUISICION DE PAPEL PERIODICO EN BOBINAS,1221300,1069224,24/04/15,07/05/15,20100047641,PAPELERA NACIONAL S A,N,20100047641,PAPELERA NACIONAL S A,,,002436-00086741-00927206,026-GL-EP-2015,25/04/15,24/04/16,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2015\2436\332539807052015084506.pdf
116,SEACE 3,2015,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,Adjudicación de Menor Cuantía - Octava Disposición Complementaria Final del DL Nº 1017,AMC - Oct. Disp. Com. Final del DL 1017 - 10 - 2015 - EP,2,14/04/15,BIENES,ADQUISICION DE TINTAS OFFSET PARA ROTATIVA,58195,Dolares,1,ADQUISICION DE TINTAS OFFSET PARA ROTATIVA,58195,"58046,56",29/04/15,07/05/15,20112841912,FLINT INK PERU S.A.,N,20112841912,FLINT INK PERU S.A.,,,002436-00096111-00927368,29-GL-EP-2015,30/04/15,29/04/16,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2015\2436\332875607052015150505.pdf
117,SEACE 3,2015,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 12 - 2015 - EP,1,20/04/15,BIENES,ADQUISICION DE STRECH FILM,14955,Soles,1,ADQUISICION DE STRECH FILM,14955,14580,07/05/15,20/11/15,10413113241,JARA BARTOLO NILA SOFIA,N,10413113241,JARA BARTOLO NILA SOFIA,,,002436-00098181-00987761,102201,08/05/15,12/12/15,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2015\2436\3331551834440706rad0618E.pdf
118,SEACE 3,2015,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 13 - 2015 - EP,1,30/04/15,BIENES,ADQUISICION DE REPUESTOS DE FERRETERIA Y ELECTRICOS,"37152,1",Soles,1,ARTICULOS DE FERRETERIA,"12475,8",9580,26/05/15,20/11/15,20108655225,ELEKTRO INDUSTRIAL S.R.L,N,20108655225,ELEKTRO INDUSTRIAL S.R.L,,,002436-00103703-00987900,102218,27/05/15,06/06/15,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2015\2436\3335884834440706rad14FBB.pdf
119,SEACE 3,2015,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 13 - 2015 - EP,1,30/04/15,BIENES,ADQUISICION DE REPUESTOS DE FERRETERIA Y ELECTRICOS,"37152,1",Soles,2,ARTICULOS ELECTRICOS,"24676,3",19387,26/05/15,20/11/15,20291727221,INDEL REPRESENTACIONES S.R.L.,N,20291727221,INDEL REPRESENTACIONES S.R.L.,,,002436-00103703-00987853,102219,27/05/15,06/06/15,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2015\2436\3335884834440706rad3FCEF.pdf
120,SEACE 3,2015,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 14 - 2015 - EP,1,05/05/15,BIENES,ADQUISICION DE UNIFORMES PARA LOS TRABAJADORES DE EDITORA PERU DEL LOCAL DE ANDAHUAYLAS,"20444,7",Soles,1,ADQUISICION DE UNIFORMES PARA LOS TRABAJADORES DE EDITORA PERU DEL LOCAL DE ANDAHUAYLAS,"20444,7",20350,22/05/15,20/11/15,20392587811,INVERSIONES TAMITEX E.I.R.L.- TAMITEX,N,20392587811,INVERSIONES TAMITEX E.I.R.L.- TAMITEX,,,002436-00104847-00987930,102210,29/05/15,18/06/15,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2015\2436\3335087834440706radC7513.pdf
121,SEACE 3,2015,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 18 - 2015 - EP,1,21/05/15,SERVICIOS,CONTRATACION DEL SERVICIO PARA EL DESARROLLO Y PUBLICACION DE APLICATIVOS MOVILES,18700,Soles,1,CONTRATACION DEL SERVICIO PARA EL DESARROLLO Y PUBLICACION DE APLICATIVOS MOVILES,18700,17000,10/06/15,31/07/15,20557229869,TIM SOLUTIONS S.A.C.,N,20557229869,TIM SOLUTIONS S.A.C.,,,002436-00112294-00950738,205229,11/06/15,10/07/15,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2015\2436\334047931072015125825.pdf
122,SEACE 3,2015,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,ADJUDICACION DIRECTA PUBLICA,ADP - 2 - 2015 - EP,1,26/05/15,BIENES,ADQUISICION DE 03 CAMIONETAS,82470,Dolares,1,ADQUISICION DE 03 CAMIONETAS,82470,79470,07/07/15,27/11/15,20433469039,INDUMOTORA DEL PERU S.A.,N,20433469039,INDUMOTORA DEL PERU S.A.,,,002436-00114254-00990329,048,08/07/15,01/08/15,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2015\2436\33454371045886776radD7113.pdf
123,SEACE 3,2015,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 19 - 2015 - EP,1,08/06/15,BIENES,ADQUISICION PARA LA RENOVACION DE 07 UPS DE 02 KVA,"16916,48",Soles,1,ADQUISICION PARA LA RENOVACION DE 07 UPS DE 02 KVA,"16916,48","12879,41",01/07/15,20/11/15,20546482783,LS PROTECTION ENERGIC SOCIEDAD ANONIMA CERRADA - LS PROTECTION ENERGIC S.A.C.,N,20546482783,LS PROTECTION ENERGIC SOCIEDAD ANONIMA CERRADA - LS PROTECTION ENERGIC S.A.C.,,,002436-00119762-00987957,102249,02/07/15,06/07/15,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2015\2436\3346696834440706rad35BB6.pdf
124,SEACE 3,2015,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 21 - 2015 - EP,1,09/06/15,BIENES,ADQUISICION DE PLANCHAS POSITIVAS CTCP,"4014,36",Dolares,1,ADQUISICION DE PLANCHAS POSITIVAS CTCP,"4014,36",3960,23/06/15,25/11/15,20265797599,LINDER INGENIEROS GRAFICOS CONSULTORES S.R.L.,N,20265797599,LINDER INGENIEROS GRAFICOS CONSULTORES S.R.L.,,,002436-00120814-00989470,102248,24/06/15,27/06/15,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2015\2436\3344643617456664radCD42C.pdf
125,SEACE 3,2015,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 20 - 2015 - EP,1,23/06/15,BIENES,ADQUISICION DE TINTAS OFFSET PARA ROTATIVA,"12196,48",Dolares,1,ADQUISICION DE TINTAS OFFSET PARA ROTATIVA,"12196,48","12175,24",13/07/15,24/11/15,20112841912,FLINT INK PERU S.A.,N,20112841912,FLINT INK PERU S.A.,,,002436-00127265-00988985,102257,13/07/15,31/12/15,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2015\2436\3349628617389461radC635C.pdf
126,SEACE 3,2015,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 24 - 2015 - EP,1,24/06/15,BIENES,ADQUISICIÓN DE COMPROBANTES DE PAGO,12926,Soles,1,ADQUISICIÓN DE COMPROBANTES DE PAGO,12926,"12637,5",08/07/15,23/11/15,20426332168,VHL CORPORATION SAC,N,20426332168,VHL CORPORATION SAC,,,002436-00127978-00988406,102254,09/07/15,18/07/15,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2015\2436\3349271403224825rad0B948.pdf
127,SEACE 3,2015,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,ADJUDICACION DIRECTA SELECTIVA,ADS - 19 - 2015 - EP,1,15/07/15,BIENES,ADQUISICION DE UNA BANDEJA DE ALMACENAMIENTO EXTERNO DE DISCOS CON CAPACIDAD INSTALADA DE 3TB,20237,Dolares,1,ADQUISICION DE 01 BANDEJA DE ALMACENAMIENTO EXTERNO DE DISCOS CON CAPACIDAD INSTALADA DE 3TB,20237,16166,28/08/15,26/11/15,20550652685,IBTECH SOCIEDAD ANONIMA CERRADA - IBTECH S.A.C.,N,20550652685,IBTECH SOCIEDAD ANONIMA CERRADA - IBTECH S.A.C.,,,002436-00137782-00989949,062,29/08/15,03/10/15,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2015\2436\3361594831737803rad01D4E.pdf
128,SEACE 3,2015,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 26 - 2015 - EP,1,21/07/15,BIENES,ADQUISICION DE CAMARAS FILMADORAS PROFESIONALES,"27516,3",Soles,1,ADQUISICION DE CAMARAS FILMADORAS PROFESIONALES,"27516,3",25500,26/08/15,24/11/15,20419669394,TELVICOM S.A.,N,20419669394,TELVICOM S.A.,,,002436-00140614-00988726,059,27/08/15,25/09/15,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2015\2436\3362410403270964rad971D0.pdf
129,SEACE 3,2015,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 29 - 2015 - EP,1,19/08/15,BIENES,ADQUISICION DE COMPRESOR Y SECADORES DE AIRE PARA KBA,8496,Dolares,1,ADQUISICIÓN E INSTALACIÓN DE COMPRESORA DE AIRE PARA IMPRESORA KBA DEL TALLER DE SEGRAF,8496,8496,11/09/15,23/11/15,20122705693,MR PERU SA.,N,20122705693,MR PERU SA.,,,002436-00154311-00988455,102281,15/09/15,29/09/15,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2015\2436\3370382403224825radBD2F1.pdf
130,SEACE 3,2015,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,ADJUDICACION DIRECTA SELECTIVA,ADS - 21 - 2015 - EP,1,21/08/15,BIENES,ADQUISICIÓN DE EQUIPOS DE AIRE ACONDICIONADO,"139328,1",Soles,1,ADQUISICION DE EQUIPOS DE AIRE ACONDICIONADO,"139328,1",99850,13/10/15,26/11/15,20487230392,GRUPO CLIMATEC MULTISERVICIOS E.I.R.L.,N,20487230392,GRUPO CLIMATEC MULTISERVICIOS E.I.R.L.,,,002436-00155831-00989963,074,14/10/15,01/11/15,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2015\2436\3375736831737803radCBA20.pdf
131,SEACE 3,2015,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,Adjudicación de Menor Cuantía - Octava Disposición Complementaria Final del DL Nº 1017,AMC - Oct. Disp. Com. Final del DL 1017 - 36 - 2015 - EP,1,03/09/15,BIENES,ADQUISICION DE PLANCHAS PARA ROTATIVA CTP Y PLANCHAS POSITIVAS CTCP,"25351,12",Dolares,2,ADQUISICION DE PLANCHAS POSITIVAS CTCP,13098,13000,02/10/15,29/10/15,20265797599,LINDER INGENIEROS GRAFICOS CONSULTORES S.R.L.,N,20265797599,LINDER INGENIEROS GRAFICOS CONSULTORES S.R.L.,,,002436-00163161-00979874,071-GL-EP-2015,03/10/15,31/12/15,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2015\2436\3374347114154386rad2B086.pdf
132,SEACE 3,2015,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,ADJUDICACION DIRECTA PUBLICA,ADP - 7 - 2015 - EP,1,21/09/15,SERVICIOS,CONTRATACION DEL SERVICIO DE RUBRO GRAFICO PARA CUBRIR LAS NECESIDADES Y/O DEMANDA DE PRODUCCION PARA LOS SERVICIOS DE IMPRESION DE CLIENTES EXTERNOS,"238844,16",Soles,1,CONTRATACION DEL SERVICIO DE RUBRO GRAFICO PARA CUBRIR LAS NECESIDADES Y/O DEMANDA DE PRODUCCION PARA LOS SERVICIOS DE IMPRESIàN DE CLIENTES EXTERNOS,"238844,16","238810,56",27/10/15,16/08/16,20101547401,EDITORIAL SUPER GRAFICA E I R L,N,20101547401,EDITORIAL SUPER GRAFICA E I R L,,,002436-00167923-01049443,077,28/10/15,27/10/16,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2016\2436\338040616082016125634.pdf
133,SEACE 3,2015,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 35 - 2015 - EP,2,24/09/15,BIENES,ADQUISICION DE FLEJES DE PLASTICO,"7681,35",Dolares,1,"ADQUISICION DE FLEJES DE PLASTICO DE 1/4""","3716,55","3716,47",14/10/15,27/11/15,20511066957,TRANINSA COMERCIAL S.A.C.,N,20511066957,TRANINSA COMERCIAL S.A.C.,,,002436-00174120-00990283,102320,15/10/15,20/10/15,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2015\2436\33793771045886776radAD3F6.pdf
134,SEACE 3,2015,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 35 - 2015 - EP,2,24/09/15,BIENES,ADQUISICION DE FLEJES DE PLASTICO,"7681,35",Dolares,2,"FLEJES DE PLASTICO 1/2""","3964,8","3964,8",14/10/15,27/11/15,20511066957,TRANINSA COMERCIAL S.A.C.,N,20511066957,TRANINSA COMERCIAL S.A.C.,,,002436-00174120-00990283,102320,15/10/15,20/10/15,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2015\2436\33793771045886776radAD3F6.pdf
135,SEACE 3,2015,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,ADJUDICACION DIRECTA SELECTIVA,ADS - 27 - 2015 - EP,1,05/10/15,BIENES,ADQUISICION DE UN TABLERO ELECTRICO DE BAJA TENSION EN SUB ESTACION 700 KVS,"48988,17",Soles,1,ADQUISICION E INSTALACION DE TABLEROS ELECTRICOS BAJA TENSION,"48988,17","44071,25",17/11/15,01/12/15,20510973942,ELECTRO INDUSTRIAL SOLUTIONS S.A,N,20510973942,ELECTRO INDUSTRIAL SOLUTIONS S.A,,,002436-00179357-00991347,081,18/11/15,18/12/15,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2015\2436\3388942614734280rad013A2.pdf
136,SEACE 3,2015,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,ADJUDICACION DIRECTA SELECTIVA,ADS - 25 - 2015 - EP,1,07/10/15,BIENES,ADQUISICION DE VALES PARA PAVO,"48057,5",Soles,1,ADQUISICION DE VALES PARA PAVO,"48057,5","39092,22",12/11/15,27/11/15,20100154308,SAN FERNANDO S.A.,N,20100154308,SAN FERNANDO S.A.,,,002436-00180537-00990496,078,13/11/15,20/11/15,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2015\2436\33874491045886776rad522B3.pdf
137,SEACE 3,2015,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,Adjudicación de Menor Cuantía - Octava Disposición Complementaria Final del DL Nº 1017,AMC - Oct. Disp. Com. Final del DL 1017 - 40 - 2015 - EP,1,14/10/15,BIENES,ADQUISICION DE PLANCHAS POSITIVAS CTCP,"14624,55",Dolares,1,ADQUISICION DE PLANCHAS POSITIVAS CTCP,"14624,55","14018,4",16/11/15,20/11/15,20100304989,KRALVI S R L,N,20100304989,KRALVI S R L,,,002436-00183818-00987677,079,17/11/15,29/02/16,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2015\2436\3388432834440706radCDFBC.pdf
138,SEACE 3,2015,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,Adjudicación de Menor Cuantía - Octava Disposición Complementaria Final del DL Nº 1017,AMC - Oct. Disp. Com. Final del DL 1017 - 36 - 2015 - EP,2,22/10/15,BIENES,ADQUISICION DE PLANCHAS CTP ROTATIVA,"8779,2",Dolares,1,ADQUISICIÓN DE PLANCHAS CTP ROTATIVA,"8779,2","8307,2",17/11/15,19/11/15,20100304989,KRALVI S R L,N,20100304989,KRALVI S R L,,,002436-00187521-00987397,080,18/11/15,18/12/15,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2015\2436\3388943834388110radD3307.pdf
139,SEACE 3,2015,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 25 - 2015 - EP,3,22/10/15,BIENES,ADQUISICION DE EQUIPOS DE PROTECCION PERSONAL,"17771,65",Soles,1,ADQUISICION DE EQUIPOS DE PROTECCION PERSONAL,"17771,65","17759,26",17/11/15,23/11/15,20510314078,ANDES SEGURIDAD S.A.C.,N,20510314078,ANDES SEGURIDAD S.A.C.,,,002436-00188461-00988341,102356,18/11/15,22/11/15,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2015\2436\3392622403224825rad516BE.pdf
140,SEACE 3,2015,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,MENOR CUANTIA,AMC - 41 - 2015 - EP,1,28/10/15,BIENES,ADQUISICION DE EQUIPO DE PRESURIZACION,"72743,18",Dolares,1,ADQUISICIÓN E INSTALACIÓN DE UN SISTEMA DE PRESURIZACION DE ESCALERA,"72743,18",72600,24/11/15,14/09/16,20551851665,INSSEL INGENIERIA SOCIEDAD ANONIMA CERRADA- INSSEL INGENIERIA S.A.C.,N,20551851665,INSSEL INGENIERIA SOCIEDAD ANONIMA CERRADA- INSSEL INGENIERIA S.A.C.,,,002436-00191412-01054156,082-GL-EP-2015,25/11/15,12/01/16,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2016\2436\339160214092016114348.pdf
141,SEACE 3,2015,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,ADJUDICACION DIRECTA SELECTIVA,ADS - 30 - 2015 - EP,1,06/11/15,BIENES,ADQUISICIÓN DE SISTEMA DE PRODUCCIÓN DE VIDEO,"95196,5",Soles,1,ADQUISICIÓN DE SISTEMA DE PRODUCCION DE VIDEO,"95196,5",85550,18/12/15,02/09/16,20521550458,ADVANCED VIDEO SYSTEMS S.A.C.,N,20521550458,ADVANCED VIDEO SYSTEMS S.A.C.,,,002436-00196934-01052245,086-GL-EP-2015,19/12/15,25/12/15,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2016\2436\341187402092016123313.pdf
142,SEACE 3,2015,20100072751,EMPRESA PERUANA DE SERVICIO EDITORIALES,PROCEDIMIENTO CLASICO,ADJUDICACION DIRECTA SELECTIVA,ADS - 31 - 2015 - EP,1,20/11/15,SERVICIOS,CONTRATACION DEL SERVICIO DE MENSAJERIA,"58078,5",Soles,1,CONTRATACION DEL SERVICIO DE MENSAJERIA,"58078,5","49367,5",05/01/16,29/08/16,20545689597,SERVICIOS POSTALES HERMES S.A.C,N,20545689597,SERVICIOS POSTALES HERMES S.A.C,,,002436-00205597-01051680,002-GL-EP-2016,11/01/16,10/01/17,http://zonasegura.seace.gob.pe/documentos/mon\docs\contratos\2016\2436\340782129082016182706.pdf
